job_title,salary
Data Visualization Specialist,55256.41 to 59282.05
Engineering Manager,151871.79 to 155897.44
Software Development Engineer,248487.18 to 252512.82
Software Development Engineer,115641.03 to 119666.67
Full Stack Engineer,119666.67 to 123692.31
Full Stack Engineer,87461.54 to 91487.18
Systems Engineer,83435.9 to 87461.54
Product Manager,252512.82 to 256538.46
Database Administrator,143820.51 to 147846.15
Database Administrator,131743.59 to 135769.23
Data Analyst,23051.28 to 27076.92
Power BI,67333.33 to 71358.97
Power BI,35128.21 to 39153.85
Data Governance,119666.67 to 123692.31
Engineer,15000.0 to 19025.64
Data Management Analyst,91487.18 to 95512.82
Computational Biologist,172000.0 to 176025.64
Computational Biologist,95512.82 to 99538.46
Data Scientist,15000.0 to 19025.64
Cloud Engineer,256538.46 to 260564.1
Associate,184076.92 to 188102.56
Data Reporting Analyst,107589.74 to 111615.38
Data Product Manager,155897.44 to 159923.08
Data Product Manager,79410.26 to 83435.9
Data Engineer,272641.03 to 276666.67
BI Developer,63307.69 to 67333.33
Decision Scientist,67333.33 to 71358.97
Head of Data,337051.28 to 341076.92
Head of Data,224333.33 to 228358.97
Data Governance,123692.31 to 127717.95
Applied Scientist,316923.08 to 320948.72
Analytics Engineer,308871.79 to 312897.44
Full Stack Engineer,111615.38 to 115641.03
Product Manager,220307.69 to 224333.33
Data Lead,248487.18 to 252512.82
Data Lead,123692.31 to 127717.95
Business Intelligence Developer,115641.03 to 119666.67
Decision Scientist,172000.0 to 176025.64
Decision Scientist,71358.97 to 75384.62
Decision Scientist,83435.9 to 87461.54
Data Architect,63307.69 to 67333.33
Data Management Analyst,75384.62 to 79410.26
Power BI Specialist,151871.79 to 155897.44
Power BI Specialist,67333.33 to 71358.97
Data Governance,228358.97 to 232384.62
MLOps Engineer,91487.18 to 95512.82
Analytics Lead,188102.56 to 192128.21
Analytics Lead,135769.23 to 139794.87
Technical Lead,192128.21 to 196153.85
Technical Lead,83435.9 to 87461.54
Research Scientist,107589.74 to 111615.38
Manager,19025.64 to 23051.28
Solution Architect,284717.95 to 288743.59
Solution Architect,180051.28 to 184076.92
Engineer,333025.64 to 337051.28
Software Development Engineer,224333.33 to 228358.97
AI Developer,123692.31 to 127717.95
Engineering Manager,526256.41 to 530282.05
Engineering Manager,437692.31 to 441717.95
Analytics Engineer,228358.97 to 232384.62
Solution Architect,353153.85 to 357179.49
Systems Engineer,188102.56 to 192128.21
Product Manager,461846.15 to 465871.79
Data Analyst,252512.82 to 256538.46
Manager,63307.69 to 67333.33
Data Developer,139794.87 to 143820.51
Data Developer,115641.03 to 119666.67
BI Analyst,151871.79 to 155897.44
BI Analyst,83435.9 to 87461.54
BI Analyst,75384.62 to 79410.26
Solutions Engineer,276666.67 to 280692.31
Solutions Engineer,216282.05 to 220307.69
Architect,353153.85 to 357179.49
Quantitative Researcher,248487.18 to 252512.82
Site Reliability Engineer,115641.03 to 119666.67
Platform Engineer,91487.18 to 95512.82
Platform Engineer,71358.97 to 75384.62
Research Assistant,63307.69 to 67333.33
Manager,421589.74 to 425615.38
Solutions Architect,353153.85 to 357179.49
Solutions Architect,180051.28 to 184076.92
Research Engineer,437692.31 to 441717.95
Solutions Engineer,236410.26 to 240435.9
Engineering Manager,236410.26 to 240435.9
Research Associate,111615.38 to 115641.03
Research Associate,103564.1 to 107589.74
Data Architect,397435.9 to 401461.54
MLOps Engineer,248487.18 to 252512.82
MLOps Engineer,180051.28 to 184076.92
MLOps Engineer,220307.69 to 224333.33
MLOps Engineer,188102.56 to 192128.21
AI Engineer,127717.95 to 131743.59
GenAI Architect,244461.54 to 248487.18
GenAI Architect,139794.87 to 143820.51
Data Governance Specialist,87461.54 to 91487.18
Engineering Manager,280692.31 to 284717.95
Software Engineer,27076.92 to 31102.56
Software Engineer,329000.0 to 333025.64
Software Developer,252512.82 to 256538.46
Software Developer,212256.41 to 216282.05
Architect,204205.13 to 208230.77
Data Platform Engineer,208230.77 to 212256.41
Data Platform Engineer,119666.67 to 123692.31
AI Developer,159923.08 to 163948.72
Data Analytics Manager,292769.23 to 296794.87
Data Analytics Manager,139794.87 to 143820.51
BI Developer,159923.08 to 163948.72
BI Developer,147846.15 to 151871.79
Data Management Analyst,296794.87 to 300820.51
Data Management Analyst,143820.51 to 147846.15
Architect,95512.82 to 99538.46
Business Intelligence Analyst,67333.33 to 71358.97
Business Intelligence Analyst,47205.13 to 51230.77
Analytics Engineer,240435.9 to 244461.54
Data Architect,333025.64 to 337051.28
Research Engineer,316923.08 to 320948.72
Systems Engineer,216282.05 to 220307.69
Data Operations,244461.54 to 248487.18
Data Operations,192128.21 to 196153.85
Data Operations Engineer,127717.95 to 131743.59
Machine Learning Engineer,498076.92 to 502102.56
Machine Learning Scientist,115641.03 to 119666.67
Product Manager,260564.1 to 264589.74
Analytics Engineer,115641.03 to 119666.67
Machine Learning Scientist,288743.59 to 292769.23
Machine Learning Scientist,176025.64 to 180051.28
Machine Learning Engineer,409512.82 to 413538.46
Bioinformatician,79410.26 to 83435.9
Engineer,55256.41 to 59282.05
Solutions Engineer,248487.18 to 252512.82
Solutions Engineer,196153.85 to 200179.49
Backend Engineer,264589.74 to 268615.38
Backend Engineer,188102.56 to 192128.21
Product Owner,159923.08 to 163948.72
Product Owner,119666.67 to 123692.31
Consultant,159923.08 to 163948.72
Solution Architect,244461.54 to 248487.18
Solution Architect,67333.33 to 71358.97
Data Operations Analyst,59282.05 to 63307.69
Data Team Lead,131743.59 to 135769.23
Data Team Lead,107589.74 to 111615.38
Data Management Associate,43179.49 to 47205.13
Data Management Specialist,220307.69 to 224333.33
Data Management Specialist,139794.87 to 143820.51
Software Development Engineer,320948.72 to 324974.36
Software Development Engineer,119666.67 to 123692.31
Developer,224333.33 to 228358.97
Data Developer,59282.05 to 63307.69
Data Developer,51230.77 to 55256.41
Data Strategist,131743.59 to 135769.23
Research Scientist,594692.31 to 598717.95
Data Product Manager,127717.95 to 131743.59
Analyst,324974.36 to 329000.0
Manager,312897.44 to 316923.08
Machine Learning Engineer,437692.31 to 441717.95
Solutions Architect,276666.67 to 280692.31
Solutions Architect,224333.33 to 228358.97
Enterprise Account Executive,119666.67 to 123692.31
AI Engineer,244461.54 to 248487.18
Computer Vision Engineer,71358.97 to 75384.62
Software Developer,131743.59 to 135769.23
Data Lead,216282.05 to 220307.69
Research Engineer,397435.9 to 401461.54
Research Engineer,224333.33 to 228358.97
Data Analyst,324974.36 to 329000.0
Data Integration Specialist,103564.1 to 107589.74
Data Integration Specialist,67333.33 to 71358.97
Backend Engineer,224333.33 to 228358.97
Architect,280692.31 to 284717.95
Computational Scientist,163948.72 to 167974.36
Computational Scientist,131743.59 to 135769.23
Security Researcher,196153.85 to 200179.49
Engineer,316923.08 to 320948.72
Power BI,99538.46 to 103564.1
Power BI,63307.69 to 67333.33
Engineering Manager,256538.46 to 260564.1
Data Manager,220307.69 to 224333.33
Data Architect,87461.54 to 91487.18
Quantitative Analyst,176025.64 to 180051.28
Data Manager,83435.9 to 87461.54
Data Manager,192128.21 to 196153.85
Research Scientist,31102.56 to 35128.21
Research Scientist,27076.92 to 31102.56
Data Analytics Manager,123692.31 to 127717.95
Lead Analyst,212256.41 to 216282.05
Lead Analyst,139794.87 to 143820.51
Data Manager,151871.79 to 155897.44
Data Manager,188102.56 to 192128.21
Data Manager,123692.31 to 127717.95
Python Developer,123692.31 to 127717.95
Python Developer,119666.67 to 123692.31
Quantitative Analyst,159923.08 to 163948.72
Application Developer,91487.18 to 95512.82
Application Developer,75384.62 to 79410.26
Data Product Manager,163948.72 to 167974.36
Research Scientist,200179.49 to 204205.13
Head of Machine Learning,296794.87 to 300820.51
Head of Machine Learning,220307.69 to 224333.33
Applied Scientist,119666.67 to 123692.31
Applied Scientist,288743.59 to 292769.23
Software Engineer,345102.56 to 349128.21
Data Analyst,284717.95 to 288743.59
Analytics Engineer,260564.1 to 264589.74
Analytics Engineer,192128.21 to 196153.85
Analytics Engineer,292769.23 to 296794.87
Data Product Manager,159923.08 to 163948.72
Architect,296794.87 to 300820.51
Postdoctoral Fellow,71358.97 to 75384.62
Developer Advocate,196153.85 to 200179.49
Developer Advocate,167974.36 to 172000.0
Enterprise Account Executive,180051.28 to 184076.92
Research Assistant,15000.0 to 19025.64
Research Engineer,236410.26 to 240435.9
Data Management Lead,192128.21 to 196153.85
Data Management Lead,172000.0 to 176025.64
Data Governance Analyst,87461.54 to 91487.18
Research Scientist,526256.41 to 530282.05
Machine Learning Scientist,216282.05 to 220307.69
Analytics Engineer,63307.69 to 67333.33
Product Manager,83435.9 to 87461.54
Research Engineer,208230.77 to 212256.41
Developer,176025.64 to 180051.28
QA Engineer,292769.23 to 296794.87
QA Engineer,163948.72 to 167974.36
Data Governance,63307.69 to 67333.33
AI Scientist,147846.15 to 151871.79
AI Scientist,123692.31 to 127717.95
Data Analytics Consultant,163948.72 to 167974.36
Data Analytics Consultant,87461.54 to 91487.18
Consultant,216282.05 to 220307.69
Research Analyst,87461.54 to 91487.18
Research Analyst,63307.69 to 67333.33
Product Analyst,115641.03 to 119666.67
Product Analyst,71358.97 to 75384.62
DevOps Engineer,95512.82 to 99538.46
Applied Scientist,200179.49 to 204205.13
Applied Scientist,107589.74 to 111615.38
Data Quality Analyst,87461.54 to 91487.18
Data Visualization Developer,103564.1 to 107589.74
Data Visualization Developer,83435.9 to 87461.54
Manager,324974.36 to 329000.0
Data Engineer,23051.28 to 27076.92
Data Developer,103564.1 to 107589.74
Data Developer,79410.26 to 83435.9
Developer,188102.56 to 192128.21
Security Researcher,252512.82 to 256538.46
Security Researcher,135769.23 to 139794.87
Security Researcher,155897.44 to 159923.08
Security Researcher,83435.9 to 87461.54
AI Product Owner,176025.64 to 180051.28
AI Product Owner,83435.9 to 87461.54
Product Owner,598717.95 to 602743.59
Product Owner,103564.1 to 107589.74
Data Architect,292769.23 to 296794.87
Data Analyst,598717.95 to 602743.59
Software Developer,91487.18 to 95512.82
Software Development Engineer,244461.54 to 248487.18
Software Development Engineer,123692.31 to 127717.95
AI Researcher,284717.95 to 288743.59
AI Researcher,155897.44 to 159923.08
Product Analyst,67333.33 to 71358.97
Analyst,264589.74 to 268615.38
Data Specialist,95512.82 to 99538.46
Data Governance Manager,111615.38 to 115641.03
Data Governance Manager,99538.46 to 103564.1
Data Architect,324974.36 to 329000.0
Data Architect,236410.26 to 240435.9
Data Analytics Specialist,47205.13 to 51230.77
Cloud Engineer,200179.49 to 204205.13
Data Lead,292769.23 to 296794.87
Data Architect,208230.77 to 212256.41
Data Analytics Manager,216282.05 to 220307.69
Data Analytics Manager,95512.82 to 99538.46
Data Governance,280692.31 to 284717.95
Systems Engineer,244461.54 to 248487.18
Software Architect,280692.31 to 284717.95
Software Architect,188102.56 to 192128.21
Software Architect,252512.82 to 256538.46
Software Architect,167974.36 to 172000.0
Data Modeler,83435.9 to 87461.54
Applied Scientist,83435.9 to 87461.54
Data Management Specialist,63307.69 to 67333.33
Data Management Specialist,35128.21 to 39153.85
Business Intelligence Engineer,163948.72 to 167974.36
Business Intelligence Engineer,71358.97 to 75384.62
Research Engineer,192128.21 to 196153.85
Research Engineer,151871.79 to 155897.44
Site Reliability Engineer,248487.18 to 252512.82
Business Intelligence Developer,176025.64 to 180051.28
Business Intelligence Developer,91487.18 to 95512.82
Full Stack Engineer,240435.9 to 244461.54
Full Stack Engineer,196153.85 to 200179.49
Research Engineer,240435.9 to 244461.54
Machine Learning Developer,127717.95 to 131743.59
Machine Learning Developer,91487.18 to 95512.82
Engineering Manager,184076.92 to 188102.56
Platform Engineer,329000.0 to 333025.64
Platform Engineer,248487.18 to 252512.82
Head of Data,353153.85 to 357179.49
Head of Data,280692.31 to 284717.95
Data Scientist,381333.33 to 385358.97
Data Strategy Lead,292769.23 to 296794.87
Data Strategy Lead,159923.08 to 163948.72
Analytics Engineer,184076.92 to 188102.56
Lead Engineer,256538.46 to 260564.1
Lead Engineer,220307.69 to 224333.33
Manager,268615.38 to 272641.03
Data Scientist Associate,67333.33 to 71358.97
Research Engineer,95512.82 to 99538.46
Engineer,280692.31 to 284717.95
Data Visualization Developer,188102.56 to 192128.21
Data Visualization Developer,111615.38 to 115641.03
Power BI,111615.38 to 115641.03
Power BI,75384.62 to 79410.26
Architect,312897.44 to 316923.08
Research Assistant,47205.13 to 51230.77
Business Intelligence Developer,95512.82 to 99538.46
Platform Engineer,176025.64 to 180051.28
Architect,135769.23 to 139794.87
Product Owner,71358.97 to 75384.62
Statistical Programmer,216282.05 to 220307.69
Cloud Database Administrator,127717.95 to 131743.59
Cloud Database Administrator,75384.62 to 79410.26
Data Quality Lead,111615.38 to 115641.03
Data Specialist,47205.13 to 51230.77
Full Stack Developer,167974.36 to 172000.0
Full Stack Developer,99538.46 to 103564.1
Associate,268615.38 to 272641.03
Insight Analyst,139794.87 to 143820.51
Insight Analyst,95512.82 to 99538.46
Data Analytics Lead,349128.21 to 353153.85
Data Analytics Lead,172000.0 to 176025.64
Research Scientist,99538.46 to 103564.1
Data Scientist,413538.46 to 417564.1
Data Integration Specialist,167974.36 to 172000.0
Data Integration Specialist,111615.38 to 115641.03
Data Governance Specialist,55256.41 to 59282.05
BI Analyst,163948.72 to 167974.36
Quantitative Developer,147846.15 to 151871.79
Business Intelligence Manager,228358.97 to 232384.62
Business Intelligence Manager,151871.79 to 155897.44
Solutions Engineer,204205.13 to 208230.77
Solutions Architect,172000.0 to 176025.64
Solutions Architect,131743.59 to 135769.23
Data Manager,208230.77 to 212256.41
Software Development Engineer,228358.97 to 232384.62
Data Developer,155897.44 to 159923.08
Data Developer,91487.18 to 95512.82
Analytics Engineer,143820.51 to 147846.15
Business Intelligence Engineer,111615.38 to 115641.03
Data Scientist,349128.21 to 353153.85
Solutions Architect,167974.36 to 172000.0
Solutions Engineer,139794.87 to 143820.51
Analyst,35128.21 to 39153.85
Business Intelligence Analyst,167974.36 to 172000.0
Business Intelligence Analyst,172000.0 to 176025.64
Software Engineer,409512.82 to 413538.46
Software Development Engineer,188102.56 to 192128.21
Engineering Manager,449769.23 to 453794.87
Data Management Specialist,71358.97 to 75384.62
Data Architect,79410.26 to 83435.9
Prompt Engineer,55256.41 to 59282.05
Manager,43179.49 to 47205.13
Manager,39153.85 to 43179.49
Data Operations Analyst,107589.74 to 111615.38
Data Operations Analyst,71358.97 to 75384.62
QA Engineer,232384.62 to 236410.26
QA Engineer,111615.38 to 115641.03
Engineer,397435.9 to 401461.54
Systems Engineer,196153.85 to 200179.49
Data Integration Specialist,119666.67 to 123692.31
Analyst,200179.49 to 204205.13
Systems Engineer,212256.41 to 216282.05
Data Architect,31102.56 to 35128.21
Data Architect,27076.92 to 31102.56
Data Governance Analyst,119666.67 to 123692.31
Site Reliability Engineer,143820.51 to 147846.15
Site Reliability Engineer,103564.1 to 107589.74
AI Engineer,264589.74 to 268615.38
Data Lead,172000.0 to 176025.64
Data Governance Analyst,83435.9 to 87461.54
Tech Lead,252512.82 to 256538.46
Tech Lead,167974.36 to 172000.0
Lead Analyst,167974.36 to 172000.0
Lead Analyst,111615.38 to 115641.03
Analytics Specialist,147846.15 to 151871.79
Analytics Specialist,79410.26 to 83435.9
Data Quality Analyst,59282.05 to 63307.69
Data Architect,320948.72 to 324974.36
Full Stack Developer,192128.21 to 196153.85
Full Stack Developer,83435.9 to 87461.54
Bioinformatician,99538.46 to 103564.1
Bioinformatician,51230.77 to 55256.41
Systems Engineer,111615.38 to 115641.03
Software Development Engineer,172000.0 to 176025.64
Software Development Engineer,75384.62 to 79410.26
