job_title,salary
Prompt Engineer,67333.33 to 71358.97
Prompt Engineer,51230.77 to 55256.41
Engineering Manager,308871.79 to 312897.44
AI Researcher,55256.41 to 59282.05
AI Researcher,115641.03 to 119666.67
BI Analyst,95512.82 to 99538.46
Technical Writer,147846.15 to 151871.79
Technical Writer,99538.46 to 103564.1
Machine Learning Lead,224333.33 to 228358.97
Machine Learning Lead,123692.31 to 127717.95
Machine Learning Scientist,212256.41 to 216282.05
Machine Learning Scientist,135769.23 to 139794.87
Technical Lead,91487.18 to 95512.82
Data Management Specialist,99538.46 to 103564.1
Data Scientist,357179.49 to 361205.13
Solutions Engineer,123692.31 to 127717.95
Member of Technical Staff,260564.1 to 264589.74
Head of Data,232384.62 to 236410.26
Head of Data,155897.44 to 159923.08
Software Developer,159923.08 to 163948.72
Data Quality Specialist,15000.0 to 19025.64
Full Stack Engineer,123692.31 to 127717.95
Full Stack Engineer,99538.46 to 103564.1
Consultant,63307.69 to 67333.33
Power BI Developer,119666.67 to 123692.31
Data Lead,67333.33 to 71358.97
Head of Data,163948.72 to 167974.36
Head of Data,135769.23 to 139794.87
Head of Data,87461.54 to 91487.18
Machine Learning Engineer,481974.36 to 486000.0
Product Manager,320948.72 to 324974.36
Data Product Owner,103564.1 to 107589.74
Data Product Owner,71358.97 to 75384.62
Decision Scientist,79410.26 to 83435.9
Solutions Architect,204205.13 to 208230.77
Solutions Architect,115641.03 to 119666.67
Machine Learning Engineer,365230.77 to 369256.41
Data Operations Engineer,236410.26 to 240435.9
AI Data Scientist,103564.1 to 107589.74
Site Reliability Engineer,421589.74 to 425615.38
Site Reliability Engineer,220307.69 to 224333.33
Data Visualization Developer,167974.36 to 172000.0
Data Visualization Developer,95512.82 to 99538.46
Data Visualization Developer,119666.67 to 123692.31
Data Visualization Developer,99538.46 to 103564.1
Applied Scientist,176025.64 to 180051.28
Technical Writer,498076.92 to 502102.56
Engineering Manager,268615.38 to 272641.03
Consultant,176025.64 to 180051.28
Data Infrastructure Engineer,260564.1 to 264589.74
BI Developer,67333.33 to 71358.97
BI Developer,43179.49 to 47205.13
Data Product Owner,176025.64 to 180051.28
Data Product Owner,127717.95 to 131743.59
Head of Data,268615.38 to 272641.03
Head of Data,296794.87 to 300820.51
Head of Data,461846.15 to 465871.79
Head of Data,381333.33 to 385358.97
AI Developer,131743.59 to 135769.23
AI Developer,111615.38 to 115641.03
Robotics Engineer,27076.92 to 31102.56
Robotics Engineer,23051.28 to 27076.92
Data Management Analyst,131743.59 to 135769.23
Product Analyst,224333.33 to 228358.97
Product Analyst,107589.74 to 111615.38
Data Quality Engineer,31102.56 to 35128.21
Data Quality Analyst,147846.15 to 151871.79
Data Quality Analyst,103564.1 to 107589.74
Data Quality Lead,256538.46 to 260564.1
Engineer,405487.18 to 409512.82
Statistical Programmer,83435.9 to 87461.54
Data Product Owner,212256.41 to 216282.05
Solutions Architect,252512.82 to 256538.46
Business Intelligence Developer,131743.59 to 135769.23
Robotics Engineer,204205.13 to 208230.77
Robotics Engineer,143820.51 to 147846.15
BI Engineer,91487.18 to 95512.82
AI Specialist,83435.9 to 87461.54
AI Specialist,63307.69 to 67333.33
Data Lead,103564.1 to 107589.74
Data Lead,83435.9 to 87461.54
Architect,151871.79 to 155897.44
Product Manager,131743.59 to 135769.23
Solutions Engineer,167974.36 to 172000.0
Solutions Engineer,75384.62 to 79410.26
Data Integration Specialist,216282.05 to 220307.69
Analyst,260564.1 to 264589.74
Data Integration Analyst,55256.41 to 59282.05
Data Integration Analyst,39153.85 to 43179.49
AI Architect,192128.21 to 196153.85
Product Designer,308871.79 to 312897.44
Product Designer,244461.54 to 248487.18
Product Designer,224333.33 to 228358.97
Product Designer,196153.85 to 200179.49
Decision Scientist,280692.31 to 284717.95
Decision Scientist,139794.87 to 143820.51
Data Reporting Analyst,59282.05 to 63307.69
Data Reporting Analyst,51230.77 to 55256.41
Prompt Engineer,159923.08 to 163948.72
Prompt Engineer,123692.31 to 127717.95
Engineer,421589.74 to 425615.38
Data Specialist,135769.23 to 139794.87
Insight Analyst,184076.92 to 188102.56
Insight Analyst,123692.31 to 127717.95
Product Owner,131743.59 to 135769.23
Product Owner,79410.26 to 83435.9
AI Developer,119666.67 to 123692.31
Safety Data Management Specialist,99538.46 to 103564.1
BI Developer,51230.77 to 55256.41
Engineering Manager,357179.49 to 361205.13
Data Quality Analyst,39153.85 to 43179.49
Data Quality Analyst,27076.92 to 31102.56
Business Intelligence Developer,260564.1 to 264589.74
Business Intelligence Developer,172000.0 to 176025.64
Business Intelligence Developer,248487.18 to 252512.82
Business Intelligence Developer,163948.72 to 167974.36
Architect,377307.69 to 381333.33
Data Governance Lead,131743.59 to 135769.23
Data Governance Lead,103564.1 to 107589.74
Architect,208230.77 to 212256.41
AI Engineer,67333.33 to 71358.97
Data Product Owner,87461.54 to 91487.18
Data Product Owner,75384.62 to 79410.26
Systems Engineer,208230.77 to 212256.41
Data Analytics Manager,159923.08 to 163948.72
Architect,337051.28 to 341076.92
Data Management Specialist,87461.54 to 91487.18
Consultant,212256.41 to 216282.05
Applied Scientist,143820.51 to 147846.15
Data Analyst,498076.92 to 502102.56
Software Development Engineer,107589.74 to 111615.38
Applied Scientist,401461.54 to 405487.18
Data Management Specialist,103564.1 to 107589.74
AI Architect,224333.33 to 228358.97
AI Architect,103564.1 to 107589.74
Research Engineer,184076.92 to 188102.56
Research Engineer,107589.74 to 111615.38
Data Manager,39153.85 to 43179.49
Quantitative Developer,284717.95 to 288743.59
Quantitative Developer,151871.79 to 155897.44
Solution Architect,260564.1 to 264589.74
Solution Architect,192128.21 to 196153.85
Data Infrastructure Engineer,99538.46 to 103564.1
Data Infrastructure Engineer,59282.05 to 63307.69
Consultant,15000.0 to 19025.64
Business Intelligence Lead,159923.08 to 163948.72
Business Intelligence Lead,115641.03 to 119666.67
AI Architect,264589.74 to 268615.38
AI Architect,155897.44 to 159923.08
Decision Scientist,155897.44 to 159923.08
Data Visualization Engineer,111615.38 to 115641.03
Data Infrastructure Engineer,236410.26 to 240435.9
Data Infrastructure Engineer,159923.08 to 163948.72
Data Governance Analyst,159923.08 to 163948.72
Data Quality Analyst,83435.9 to 87461.54
Data Governance,39153.85 to 43179.49
Data Governance,35128.21 to 39153.85
Manager,417564.1 to 421589.74
Technical Lead,184076.92 to 188102.56
Technical Lead,119666.67 to 123692.31
Data Quality Analyst,99538.46 to 103564.1
Technical Lead,176025.64 to 180051.28
Lead Analyst,131743.59 to 135769.23
Lead Analyst,75384.62 to 79410.26
Product Manager,280692.31 to 284717.95
Product Manager,75384.62 to 79410.26
Engineering Manager,333025.64 to 337051.28
MLOps Engineer,208230.77 to 212256.41
MLOps Engineer,151871.79 to 155897.44
Data Developer,131743.59 to 135769.23
Data Developer,75384.62 to 79410.26
Analytics Engineer,699358.97 to 703384.62
Research Engineer,719487.18 to 723512.82
Research Engineer,99538.46 to 103564.1
Data and Reporting Analyst,111615.38 to 115641.03
Data and Reporting Analyst,67333.33 to 71358.97
Product Manager,723512.82 to 727538.46
Software Engineer,618846.15 to 622871.79
Data Visualization Engineer,216282.05 to 220307.69
Data Visualization Engineer,79410.26 to 83435.9
Manager,397435.9 to 401461.54
Data Scientist,417564.1 to 421589.74
Engineering Manager,417564.1 to 421589.74
Developer,300820.51 to 304846.15
Applied Scientist,320948.72 to 324974.36
Applied Scientist,224333.33 to 228358.97
Research Analyst,99538.46 to 103564.1
Data Reporting Analyst,39153.85 to 43179.49
Decision Scientist,208230.77 to 212256.41
Machine Learning Scientist,200179.49 to 204205.13
Machine Learning Scientist,139794.87 to 143820.51
Business Intelligence Engineer,236410.26 to 240435.9
Technical Lead,316923.08 to 320948.72
Software Developer,208230.77 to 212256.41
Systems Engineer,260564.1 to 264589.74
Data Quality Engineer,200179.49 to 204205.13
Data Quality Engineer,111615.38 to 115641.03
Solutions Architect,228358.97 to 232384.62
Insight Analyst,167974.36 to 172000.0
Insight Analyst,111615.38 to 115641.03
Applied Scientist,349128.21 to 353153.85
Data Specialist,172000.0 to 176025.64
Principal Software Architect,248487.18 to 252512.82
Principal Software Architect,176025.64 to 180051.28
Architect,63307.69 to 67333.33
Business Intelligence Analyst,55256.41 to 59282.05
Statistical Programmer,184076.92 to 188102.56
Statistical Programmer,123692.31 to 127717.95
Business Intelligence,139794.87 to 143820.51
Business Intelligence,107589.74 to 111615.38
Solutions Architect,272641.03 to 276666.67
Computational Biologist,107589.74 to 111615.38
Data Strategist,87461.54 to 91487.18
Data Strategist,63307.69 to 67333.33
DevOps Engineer,139794.87 to 143820.51
Product Manager,276666.67 to 280692.31
Consultant,163948.72 to 167974.36
Principal Statistical Programmer,176025.64 to 180051.28
BI Engineer,95512.82 to 99538.46
Research Assistant,83435.9 to 87461.54
Research Assistant,55256.41 to 59282.05
Backend Engineer,200179.49 to 204205.13
Backend Engineer,143820.51 to 147846.15
Data Infrastructure Engineer,381333.33 to 385358.97
Data Infrastructure Engineer,196153.85 to 200179.49
Enterprise Account Executive,159923.08 to 163948.72
Enterprise Account Executive,123692.31 to 127717.95
Business Analyst,79410.26 to 83435.9
Data Integration Analyst,83435.9 to 87461.54
Data Integration Analyst,67333.33 to 71358.97
Data Analytics Consultant,75384.62 to 79410.26
Business Analyst,39153.85 to 43179.49
BI Developer,91487.18 to 95512.82
Data Scientist,296794.87 to 300820.51
AI Engineer,232384.62 to 236410.26
Engineering Manager,320948.72 to 324974.36
Research Associate,99538.46 to 103564.1
AI Architect,111615.38 to 115641.03
AI Architect,91487.18 to 95512.82
Platform Engineer,280692.31 to 284717.95
Platform Engineer,232384.62 to 236410.26
MLOps Engineer,224333.33 to 228358.97
MLOps Engineer,139794.87 to 143820.51
MLOps Engineer,176025.64 to 180051.28
Manager,461846.15 to 465871.79
Engineering Manager,461846.15 to 465871.79
Data Developer,87461.54 to 91487.18
Machine Learning Researcher,260564.1 to 264589.74
Machine Learning Researcher,139794.87 to 143820.51
Data Lead,232384.62 to 236410.26
Data Lead,155897.44 to 159923.08
Data Quality Analyst,79410.26 to 83435.9
Principal Researcher,312897.44 to 316923.08
Principal Researcher,159923.08 to 163948.72
AI Developer,337051.28 to 341076.92
Postdoctoral Fellow,83435.9 to 87461.54
Postdoctoral Fellow,67333.33 to 71358.97
QA Engineer,220307.69 to 224333.33
QA Engineer,103564.1 to 107589.74
QA Engineer,91487.18 to 95512.82
DevOps Engineer,147846.15 to 151871.79
Data Governance,159923.08 to 163948.72
Data Visualization Engineer,63307.69 to 67333.33
Research Engineer,47205.13 to 51230.77
Risk Analyst,159923.08 to 163948.72
Risk Analyst,95512.82 to 99538.46
Consultant,131743.59 to 135769.23
Architect,469897.44 to 473923.08
Machine Learning Scientist,71358.97 to 75384.62
Data Governance Specialist,95512.82 to 99538.46
Business Intelligence Developer,139794.87 to 143820.51
Business Intelligence Developer,55256.41 to 59282.05
Data Operations Engineer,135769.23 to 139794.87
Data Operations Engineer,95512.82 to 99538.46
Computational Biologist,127717.95 to 131743.59
Computational Biologist,119666.67 to 123692.31
Data Analytics Manager,167974.36 to 172000.0
Data Architect,256538.46 to 260564.1
Power BI Developer,131743.59 to 135769.23
Research Engineer,228358.97 to 232384.62
Tech Lead,196153.85 to 200179.49
Tech Lead,188102.56 to 192128.21
Algorithm Developer,159923.08 to 163948.72
Cloud Engineer,180051.28 to 184076.92
Machine Learning Researcher,79410.26 to 83435.9
Machine Learning Researcher,35128.21 to 39153.85
Systems Engineer,337051.28 to 341076.92
AI Developer,47205.13 to 51230.77
AI Developer,35128.21 to 39153.85
AI Developer,67333.33 to 71358.97
AI Developer,55256.41 to 59282.05
Data Governance Lead,264589.74 to 268615.38
Data Governance Lead,204205.13 to 208230.77
Architect,417564.1 to 421589.74
Data Analytics Consultant,99538.46 to 103564.1
Data Analytics Consultant,43179.49 to 47205.13
Data Governance,95512.82 to 99538.46
Data Governance,83435.9 to 87461.54
Data Management Lead,196153.85 to 200179.49
Data Management Lead,127717.95 to 131743.59
DevOps Engineer,87461.54 to 91487.18
Data Analytics Specialist,163948.72 to 167974.36
Data Analytics Specialist,79410.26 to 83435.9
Data Strategy Lead,276666.67 to 280692.31
Data Strategy Lead,147846.15 to 151871.79
Business Intelligence,103564.1 to 107589.74
Business Intelligence,67333.33 to 71358.97
Machine Learning Scientist,119666.67 to 123692.31
Data Governance,135769.23 to 139794.87
Business Intelligence Engineer,91487.18 to 95512.82
Business Analyst,87461.54 to 91487.18
Analytics Specialist,83435.9 to 87461.54
Analytics Specialist,59282.05 to 63307.69
Systems Engineer,264589.74 to 268615.38
Machine Learning Engineer,51230.77 to 55256.41
AI Developer,151871.79 to 155897.44
Data Analytics Developer,123692.31 to 127717.95
Data Analytics Developer,91487.18 to 95512.82
AI Architect,151871.79 to 155897.44
Data Infrastructure Engineer,292769.23 to 296794.87
Data Infrastructure Engineer,135769.23 to 139794.87
Full Stack Developer,176025.64 to 180051.28
DevOps Engineer,308871.79 to 312897.44
DevOps Engineer,172000.0 to 176025.64
Data Architect,276666.67 to 280692.31
BI Engineer,135769.23 to 139794.87
Software Developer,115641.03 to 119666.67
Data Reporting Analyst,115641.03 to 119666.67
Data Reporting Analyst,79410.26 to 83435.9
Associate,212256.41 to 216282.05
Engineer,425615.38 to 429641.03
Research Analyst,107589.74 to 111615.38
Data Modeler,272641.03 to 276666.67
Data Modeler,155897.44 to 159923.08
Software Developer,51230.77 to 55256.41
Business Intelligence,43179.49 to 47205.13
Business Intelligence,39153.85 to 43179.49
AI Developer,272641.03 to 276666.67
AI Developer,180051.28 to 184076.92
Solutions Architect,192128.21 to 196153.85
Solutions Architect,87461.54 to 91487.18
Data Operations Manager,361205.13 to 365230.77
Data Operations Manager,216282.05 to 220307.69
Manager,51230.77 to 55256.41
Associate,304846.15 to 308871.79
Business Intelligence Analyst,23051.28 to 27076.92
Product Analyst,167974.36 to 172000.0
Data Management Specialist,95512.82 to 99538.46
Machine Learning Researcher,308871.79 to 312897.44
Machine Learning Researcher,172000.0 to 176025.64
Machine Learning Researcher,292769.23 to 296794.87
Machine Learning Researcher,163948.72 to 167974.36
Software Developer,280692.31 to 284717.95
Research Scientist,389384.62 to 393410.26
Data Quality Analyst,71358.97 to 75384.62
Bioinformatics Scientist,228358.97 to 232384.62
Bioinformatics Scientist,151871.79 to 155897.44
BI Analyst,228358.97 to 232384.62
Software Development Engineer,163948.72 to 167974.36
Full Stack Engineer,43179.49 to 47205.13
Quantitative Analyst,111615.38 to 115641.03
Quantitative Analyst,71358.97 to 75384.62
Business Intelligence Analyst,135769.23 to 139794.87
Robotics Engineer,71358.97 to 75384.62
Data Developer,107589.74 to 111615.38
Computational Biologist,180051.28 to 184076.92
Computational Biologist,147846.15 to 151871.79
Technical Lead,95512.82 to 99538.46
Solutions Architect,75384.62 to 79410.26
Machine Learning Developer,47205.13 to 51230.77
Machine Learning Developer,39153.85 to 43179.49
Risk Analyst,103564.1 to 107589.74
Risk Analyst,75384.62 to 79410.26
Analytics Lead,200179.49 to 204205.13
Site Reliability Engineer,111615.38 to 115641.03
Engineer,329000.0 to 333025.64
Lead Analyst,184076.92 to 188102.56
Lead Analyst,151871.79 to 155897.44
Engineering Manager,180051.28 to 184076.92
Product Designer,248487.18 to 252512.82
Big Data Analyst,79410.26 to 83435.9
Data Scientist Manager,103564.1 to 107589.74
Full Stack Engineer,308871.79 to 312897.44
Full Stack Engineer,172000.0 to 176025.64
BI Engineer,71358.97 to 75384.62
Data Analytics Specialist,143820.51 to 147846.15
Data Analytics Specialist,87461.54 to 91487.18
Data Architect,377307.69 to 381333.33
Data Architect,244461.54 to 248487.18
Data Quality Lead,192128.21 to 196153.85
Data Quality Lead,151871.79 to 155897.44
Data Management Specialist,107589.74 to 111615.38
Data Management Specialist,143820.51 to 147846.15
Analytics Lead,147846.15 to 151871.79
Pricing Analyst,135769.23 to 139794.87
Pricing Analyst,99538.46 to 103564.1
Data Lead,188102.56 to 192128.21
Business Intelligence Engineer,55256.41 to 59282.05
Solution Architect,224333.33 to 228358.97
Solution Architect,119666.67 to 123692.31
Business Intelligence Lead,83435.9 to 87461.54
Business Intelligence Lead,63307.69 to 67333.33
Data Management Specialist,55256.41 to 59282.05
Machine Learning Scientist,79410.26 to 83435.9
Python Developer,216282.05 to 220307.69
Python Developer,95512.82 to 99538.46
Systems Engineer,204205.13 to 208230.77
Data Modeler,119666.67 to 123692.31
Data Modeler,99538.46 to 103564.1
Data Analyst,268615.38 to 272641.03
Data Analyst,236410.26 to 240435.9
Engineering Manager,369256.41 to 373282.05
Product Designer,236410.26 to 240435.9
Lead Data Engineer,95512.82 to 99538.46
Research Engineer,103564.1 to 107589.74
Data Governance,180051.28 to 184076.92
Systems Engineer,417564.1 to 421589.74
Technical Writer,143820.51 to 147846.15
Technical Writer,87461.54 to 91487.18
Consultant,240435.9 to 244461.54
Data Management Lead,220307.69 to 224333.33
Data Management Lead,75384.62 to 79410.26
DevOps Engineer,204205.13 to 208230.77
Lead Engineer,200179.49 to 204205.13
Lead Engineer,107589.74 to 111615.38
Data Governance Analyst,200179.49 to 204205.13
Data Quality Analyst,63307.69 to 67333.33
Data Management Analyst,51230.77 to 55256.41
MLOps Engineer,147846.15 to 151871.79
Solutions Engineer,39153.85 to 43179.49
Cloud Engineer,79410.26 to 83435.9
Cloud Engineer,39153.85 to 43179.49
Solutions Architect,288743.59 to 292769.23
Data and Reporting Professional,95512.82 to 99538.46
Data Lead,296794.87 to 300820.51
Associate,300820.51 to 304846.15
AI Architect,115641.03 to 119666.67
AI Engineer,83435.9 to 87461.54
Data Team Lead,59282.05 to 63307.69
Data Team Lead,55256.41 to 59282.05
Architect,75384.62 to 79410.26
Architect,292769.23 to 296794.87
Bioinformatician,167974.36 to 172000.0
Bioinformatician,135769.23 to 139794.87
Lead Engineer,192128.21 to 196153.85
Lead Engineer,163948.72 to 167974.36
BI Analyst,123692.31 to 127717.95
Data Integration Analyst,208230.77 to 212256.41
Data Integration Analyst,143820.51 to 147846.15
Data Engineer,288743.59 to 292769.23
Data Management Specialist,196153.85 to 200179.49
Data Management Specialist,127717.95 to 131743.59
Data Visualization Engineer,107589.74 to 111615.38
Data Visualization Engineer,75384.62 to 79410.26
Applied Scientist,337051.28 to 341076.92
AI Architect,320948.72 to 324974.36
Data Visualization Engineer,99538.46 to 103564.1
Statistical Programmer,131743.59 to 135769.23
Research Analyst,196153.85 to 200179.49
Python Developer,224333.33 to 228358.97
Software Engineer,417564.1 to 421589.74
Quantitative Researcher,139794.87 to 143820.51
Quantitative Researcher,83435.9 to 87461.54
Platform Engineer,123692.31 to 127717.95
Architect,15000.0 to 19025.64
AI Scientist,188102.56 to 192128.21
AI Scientist,139794.87 to 143820.51
Analytics Lead,212256.41 to 216282.05
Business Intelligence Engineer,324974.36 to 329000.0
Business Intelligence Engineer,216282.05 to 220307.69
Robotics Engineer,196153.85 to 200179.49
Robotics Engineer,147846.15 to 151871.79
Engineering Manager,329000.0 to 333025.64
Computer Vision Engineer,115641.03 to 119666.67
Data Product Manager,59282.05 to 63307.69
Data Governance Analyst,51230.77 to 55256.41
Data Analytics Consultant,55256.41 to 59282.05
Full Stack Engineer,260564.1 to 264589.74
Developer,39153.85 to 43179.49
Cloud Engineer,139794.87 to 143820.51
Cloud Engineer,123692.31 to 127717.95
Site Reliability Engineer,353153.85 to 357179.49
Site Reliability Engineer,224333.33 to 228358.97
Pricing Analyst,55256.41 to 59282.05
Pricing Analyst,43179.49 to 47205.13
Systems Engineer,292769.23 to 296794.87
Data Developer,208230.77 to 212256.41
Consultant,39153.85 to 43179.49
Data Product Manager,240435.9 to 244461.54
Data Management Associate,67333.33 to 71358.97
Data Management Associate,47205.13 to 51230.77
AI Specialist,23051.28 to 27076.92
Consultant,31102.56 to 35128.21
Research Engineer,123692.31 to 127717.95
Data Developer,159923.08 to 163948.72
Data Developer,99538.46 to 103564.1
Data Governance,208230.77 to 212256.41
Data Governance Analyst,55256.41 to 59282.05
Data Developer,167974.36 to 172000.0
Data Developer,111615.38 to 115641.03
Lead Analyst,252512.82 to 256538.46
Lead Analyst,119666.67 to 123692.31
Machine Learning Developer,103564.1 to 107589.74
Machine Learning Developer,99538.46 to 103564.1
AI Scientist,276666.67 to 280692.31
Engineering Manager,244461.54 to 248487.18
Tech Lead,296794.87 to 300820.51
Tech Lead,232384.62 to 236410.26
Analytics Lead,216282.05 to 220307.69
Analytics Lead,91487.18 to 95512.82
Research Analyst,103564.1 to 107589.74
AI Engineering Manager,268615.38 to 272641.03
Data Governance Specialist,15000.0 to 19025.64
Data Analytics Manager,135769.23 to 139794.87
Technical Writer,79410.26 to 83435.9
Technical Writer,63307.69 to 67333.33
Data Quality Engineer,135769.23 to 139794.87
Data Quality Engineer,95512.82 to 99538.46
Data Lead,119666.67 to 123692.31
Research Analyst,127717.95 to 131743.59
Machine Learning Engineer,27076.92 to 31102.56
Research Scientist,240435.9 to 244461.54
Decision Scientist,127717.95 to 131743.59
Head of Data,437692.31 to 441717.95
Technical Lead,103564.1 to 107589.74
Technical Lead,75384.62 to 79410.26
AI Architect,176025.64 to 180051.28
AI Architect,119666.67 to 123692.31
Member of Technical Staff,337051.28 to 341076.92
Member of Technical Staff,196153.85 to 200179.49
AI Architect,252512.82 to 256538.46
AI Architect,208230.77 to 212256.41
Data Operations Engineer,67333.33 to 71358.97
Applied Scientist,131743.59 to 135769.23
Machine Learning Specialist,115641.03 to 119666.67
Machine Learning Specialist,91487.18 to 95512.82
Computational Biologist,79410.26 to 83435.9
Analytics Engineer,224333.33 to 228358.97
Quantitative Analyst,465871.79 to 469897.44
Solutions Architect,341076.92 to 345102.56
Quantitative Researcher,465871.79 to 469897.44
Quantitative Researcher,55256.41 to 59282.05
QA Engineer,147846.15 to 151871.79
QA Engineer,71358.97 to 75384.62
QA Engineer,67333.33 to 71358.97
Platform Engineer,288743.59 to 292769.23
Platform Engineer,200179.49 to 204205.13
Site Reliability Engineer,256538.46 to 260564.1
BI Analyst,43179.49 to 47205.13
Software Development Engineer,212256.41 to 216282.05
Manager,47205.13 to 51230.77
Research Analyst,159923.08 to 163948.72
Analytics Specialist,172000.0 to 176025.64
Analytics Specialist,119666.67 to 123692.31
Systems Engineer,91487.18 to 95512.82
Member of Technical Staff,341076.92 to 345102.56
Software Development Engineer,316923.08 to 320948.72
Product Manager,329000.0 to 333025.64
Backend Developer,119666.67 to 123692.31
Backend Developer,107589.74 to 111615.38
MLOps Engineer,119666.67 to 123692.31
Full Stack Engineer,91487.18 to 95512.82
Full Stack Engineer,71358.97 to 75384.62
Data Operations Specialist,39153.85 to 43179.49
Solutions Engineer,87461.54 to 91487.18
AI Specialist,79410.26 to 83435.9
Solutions Engineer,55256.41 to 59282.05
Product Designer,172000.0 to 176025.64
Consultant,228358.97 to 232384.62
Site Reliability Engineer,268615.38 to 272641.03
AI Architect,268615.38 to 272641.03
Data Analytics Lead,200179.49 to 204205.13
Data Analytics Lead,115641.03 to 119666.67
Computational Biologist,143820.51 to 147846.15
Platform Engineer,308871.79 to 312897.44
Data Specialist,167974.36 to 172000.0
Business Analyst,67333.33 to 71358.97
BI Developer,123692.31 to 127717.95
BI Developer,111615.38 to 115641.03
Data Reporting Analyst,95512.82 to 99538.46
Data Reporting Analyst,63307.69 to 67333.33
Data Analytics Specialist,184076.92 to 188102.56
Data Analytics Specialist,159923.08 to 163948.72
Architect,131743.59 to 135769.23
Architect,43179.49 to 47205.13
Architect,27076.92 to 31102.56
Tech Lead,172000.0 to 176025.64
Tech Lead,123692.31 to 127717.95
Data Lead,39153.85 to 43179.49
Business Intelligence Analyst,143820.51 to 147846.15
Data Management Coordinator,71358.97 to 75384.62
Data Management Coordinator,35128.21 to 39153.85
Data Lead,284717.95 to 288743.59
Research Engineer,75384.62 to 79410.26
Lead Analyst,123692.31 to 127717.95
BI Analyst,99538.46 to 103564.1
Data Lead,268615.38 to 272641.03
Software Developer,272641.03 to 276666.67
Data Product Owner,244461.54 to 248487.18
Software Developer,260564.1 to 264589.74
Computational Biologist,155897.44 to 159923.08
Data Product Manager,167974.36 to 172000.0
Systems Engineer,296794.87 to 300820.51
Systems Engineer,200179.49 to 204205.13
Statistician,139794.87 to 143820.51
Statistician,67333.33 to 71358.97
Analytics Specialist,47205.13 to 51230.77
Solution Architect,228358.97 to 232384.62
Solution Architect,143820.51 to 147846.15
Data Analytics Specialist,95512.82 to 99538.46
Applied Scientist,71358.97 to 75384.62
Applied Scientist,59282.05 to 63307.69
Pricing Analyst,87461.54 to 91487.18
Pricing Analyst,71358.97 to 75384.62
Pricing Analyst,95512.82 to 99538.46
Pricing Analyst,83435.9 to 87461.54
Solution Architect,216282.05 to 220307.69
Data Operations Engineer,192128.21 to 196153.85
Data Operations Engineer,115641.03 to 119666.67
Data Governance Manager,184076.92 to 188102.56
Decision Scientist,163948.72 to 167974.36
Research Engineer,417564.1 to 421589.74
Lead Analyst,115641.03 to 119666.67
Data Strategist,79410.26 to 83435.9
Research Associate,296794.87 to 300820.51
Research Associate,196153.85 to 200179.49
Product Analyst,176025.64 to 180051.28
Product Analyst,143820.51 to 147846.15
Research Scientist,401461.54 to 405487.18
Research Scientist,429641.03 to 433666.67
Software Development Engineer,292769.23 to 296794.87
DevOps Engineer,216282.05 to 220307.69
Data Specialist,139794.87 to 143820.51
Site Reliability Engineer,308871.79 to 312897.44
Full Stack Developer,107589.74 to 111615.38
Data Infrastructure Engineer,103564.1 to 107589.74
Data Infrastructure Engineer,63307.69 to 67333.33
Business Intelligence Specialist,151871.79 to 155897.44
Business Intelligence Specialist,91487.18 to 95512.82
Head of Data,159923.08 to 163948.72
Statistician,47205.13 to 51230.77
Product Manager,99538.46 to 103564.1
AI Specialist,39153.85 to 43179.49
Data Product Manager,192128.21 to 196153.85
Business Intelligence Analyst,240435.9 to 244461.54
Data Governance,288743.59 to 292769.23
Data Modeler,67333.33 to 71358.97
Lead Analyst,67333.33 to 71358.97
Systems Engineer,441717.95 to 445743.59
Analytics Engineer,19025.64 to 23051.28
Head of Data,91487.18 to 95512.82
Data Product Manager,83435.9 to 87461.54
Quantitative Analyst,83435.9 to 87461.54
Data Management Analyst,167974.36 to 172000.0
Product Designer,139794.87 to 143820.51
Business Analyst,115641.03 to 119666.67
Backend Engineer,220307.69 to 224333.33
Data Reporting Analyst,119666.67 to 123692.31
Data Reporting Analyst,87461.54 to 91487.18
Prompt Engineer,163948.72 to 167974.36
Bioinformatics Scientist,139794.87 to 143820.51
Bioinformatics Scientist,83435.9 to 87461.54
Cloud Engineer,163948.72 to 167974.36
Software Engineer,433666.67 to 437692.31
Site Reliability Engineer,296794.87 to 300820.51
Site Reliability Engineer,167974.36 to 172000.0
Research Engineer,232384.62 to 236410.26
Data Operations Engineer,103564.1 to 107589.74
Data Operations Engineer,71358.97 to 75384.62
Scala Spark Developer,75384.62 to 79410.26
Scala Spark Developer,31102.56 to 35128.21
Product Designer,127717.95 to 131743.59
AI Product Owner,188102.56 to 192128.21
AI Product Owner,147846.15 to 151871.79
Analytics Analyst,23051.28 to 27076.92
Bioinformatics Scientist,212256.41 to 216282.05
Bioinformatics Scientist,167974.36 to 172000.0
Controls Engineer,87461.54 to 91487.18
Consultant,184076.92 to 188102.56
Data Governance Analyst,39153.85 to 43179.49
Data Integration Engineer,167974.36 to 172000.0
Data Integration Engineer,91487.18 to 95512.82
Machine Learning Tech Lead,256538.46 to 260564.1
Machine Learning Tech Lead,103564.1 to 107589.74
Analytics Lead,55256.41 to 59282.05
Analytics Lead,51230.77 to 55256.41
Head of Data,365230.77 to 369256.41
Head of Data,184076.92 to 188102.56
Bioinformatician,55256.41 to 59282.05
Bioinformatician,47205.13 to 51230.77
Analytics Specialist,19025.64 to 23051.28
