job_title,salary_in_USD
Consultant,197500
Consultant,111100
Engineer,135000
Engineer,101250
Product Manager,180000
Product Manager,80000
Architect,259200
Architect,157000
Application Developer,115100
Application Developer,61800
Data Architect,149500
Data Architect,110614
AI Engineer,293000
AI Engineer,195000
BI Engineer,121400
BI Engineer,89000
Data Analyst,170500
Data Analyst,102500
Data Analytics Lead,188640
Data Analytics Lead,125760
Data Analyst,90000
Data Analyst,80000
Data Scientist,167900
Data Scientist,124100
Data Scientist,284000
Data Scientist,162000
Software Engineer,153925
Software Engineer,85150
Software Developer,248594
Software Developer,177567
Data Governance Specialist,194900
Data Governance Specialist,114700
Data Governance,194900
Data Governance,114700
Analyst,151200
Analyst,100800
Data Specialist,201400
Data Specialist,120800
Engineer,189175
Engineer,104650
Engineering Manager,343000
Engineering Manager,195000
Analyst,150000
Analyst,120000
Manager,283500
Manager,206100
Analyst,116000
Analyst,70000
Business Analyst,86990
Business Analyst,75644
Analyst,128000
Analyst,80000
Data Scientist,338526
Data Scientist,28206
Manager,240800
Manager,193400
Manager,240800
Manager,193400
Manager,240800
Manager,175800
Data Scientist,240800
Data Scientist,175800
Data Scientist,210706
Data Scientist,185265
Software Engineer,140280
Software Engineer,93500
Developer,165000
Developer,120000
Insight Analyst,56962
Insight Analyst,44303
Machine Learning Engineer,120253
Machine Learning Engineer,107594
Machine Learning Engineer,75949
Machine Learning Engineer,75949
Data Analyst,150000
Data Analyst,92000
Data Specialist,122500
Data Specialist,68600
Data Engineer,202560
Data Engineer,135040
Analyst,120000
Analyst,100000
Data Reporting Analyst,104370
Data Reporting Analyst,77900
Developer,100000
Developer,85000
Software Engineer,198000
Software Engineer,132000
Manager,196200
Manager,109000
Analyst,119953
Analyst,71614
Platform Engineer,155000
Platform Engineer,133784
Software Engineer,113100
Software Engineer,60900
Data Engineer,286000
Data Engineer,110000
Data Specialist,199001
Data Specialist,119401
Data Architect,161800
Data Architect,86600
Software Engineer,237000
Software Engineer,205000
Data Analyst,202000
Data Analyst,68154
Data Analyst,80000
Data Analyst,70000
Data Analyst,218030
Data Analyst,114080
Data Scientist,220000
Data Scientist,110000
Data Engineer,178000
Data Engineer,95300
Data Engineer,115800
Data Engineer,77200
Engineer,184000
Engineer,96000
Analyst,163116
Analyst,97870
Manager,180000
Manager,90000
Analyst,137000
Analyst,60400
Engineer,196700
Engineer,131100
DevOps Engineer,199400
DevOps Engineer,119600
Software Engineer,193000
Software Engineer,84600
Machine Learning Engineer,253200
Machine Learning Engineer,174500
Machine Learning Engineer,182750
Machine Learning Engineer,129400
Business Intelligence Engineer,185000
Business Intelligence Engineer,89600
Applied Scientist,327200
Applied Scientist,195900
Data Analyst,123700
Data Analyst,68700
Solutions Engineer,176000
Solutions Engineer,150000
Data Engineer,240500
Data Engineer,139100
Data Engineer,185000
Data Engineer,91200
Analyst,95000
Analyst,70000
Executive,130900
Executive,95200
AI Engineer,90000
AI Engineer,43200
Data Scientist,217300
Data Scientist,127800
Associate,229800
Associate,189670
Engineer,225000
Engineer,200000
Consultant,204300
Consultant,118200
Data Analyst,242000
Data Analyst,145200
Data Analyst,158003
Data Analyst,131664
Data Analyst,88000
Data Analyst,76600
Data Analyst,138000
Data Analyst,120000
Data Manager,157000
Data Manager,135000
Data Architect,185000
Data Architect,112000
Data Architect,140000
Data Architect,100000
AI Architect,175000
AI Architect,150000
Machine Learning Scientist,205700
Machine Learning Scientist,131000
Software Engineer,213000
Software Engineer,177000
Engineer,270000
Engineer,137000
Engineer,270000
Engineer,137000
Engineer,270000
Engineer,137000
Engineer,270000
Engineer,137000
Engineer,270000
Engineer,137000
Product Manager,50937
Product Manager,46997
Head of Data,250000
Head of Data,191000
Head of Data,170000
Head of Data,150000
Data Engineer,162000
Data Engineer,108000
Data Engineer,138000
Data Engineer,120000
Data Engineer,73684
Data Engineer,73684
Business Intelligence Engineer,245400
Business Intelligence Engineer,139000
Analytics Engineer,250000
Analytics Engineer,200000
Analytics Engineer,250000
Analytics Engineer,161500
Research Scientist,300000
Research Scientist,136000
Software Engineer,228600
Software Engineer,160600
Computer Vision Engineer,236000
Computer Vision Engineer,165000
Manager,239760
Manager,159840
Data Scientist,257600
Data Scientist,146000
Data Scientist,101265
Data Scientist,75949
Data Scientist,220000
Data Scientist,146000
Data Scientist,135000
Data Scientist,108000
Data Scientist,160000
Data Scientist,128000
Data Scientist,230000
Data Scientist,170000
Data Scientist,160000
Data Scientist,120000
Engineering Manager,300000
Engineering Manager,222000
Product Manager,190000
Product Manager,160000
Machine Learning Engineer,343100
Machine Learning Engineer,194500
Machine Learning Engineer,343100
Machine Learning Engineer,194500
Machine Learning Engineer,259000
Machine Learning Engineer,204000
Machine Learning Engineer,225000
Machine Learning Engineer,185000
Machine Learning Engineer,185000
Machine Learning Engineer,150000
Engineer,160000
Engineer,120000
Machine Learning Engineer,280000
Machine Learning Engineer,200000
Machine Learning Engineer,166800
Machine Learning Engineer,124300
Machine Learning Engineer,336000
Machine Learning Engineer,205000
Manager,193000
Manager,160800
BI Analyst,138000
BI Analyst,120000
Software Engineer,280000
Software Engineer,200000
Solutions Engineer,209200
Solutions Engineer,136400
Analyst,159200
Analyst,135320
Postdoctoral Fellow,135000
Postdoctoral Fellow,115000
Research Scientist,269000
Research Scientist,192000
Software Engineer,155000
Software Engineer,125000
Software Engineer,216000
Software Engineer,170000
Python Developer,180000
Python Developer,140000
Software Developer,110000
Software Developer,85000
Software Developer,90000
Software Developer,60000
Product Manager,204000
Product Manager,173000
Engineer,285000
Engineer,200000
Engineer,263000
Engineer,175000
Business Intelligence Analyst,199920
Business Intelligence Analyst,97104
Engineer,140000
Engineer,114000
Engineer,170000
Engineer,130000
Engineer,106080
Engineer,68640
Analyst,95000
Analyst,80000
Engineer,465000
Engineer,346000
Engineer,465000
Engineer,346000
Engineer,465000
Engineer,346000
Engineer,465000
Engineer,346000
Engineer,184750
Engineer,89100
Site Reliability Engineer,720000
Site Reliability Engineer,100000
Engineer,180000
Engineer,128000
Engineer,252000
Engineer,168000
Associate,250000
Associate,200000
Backend Engineer,205000
Backend Engineer,170000
Full Stack Engineer,220000
Full Stack Engineer,185000
Full Stack Engineer,205000
Full Stack Engineer,170000
Backend Engineer,220000
Backend Engineer,185000
Software Engineer,184800
Software Engineer,142800
Software Engineer,227250
Software Engineer,150238
Software Engineer,226400
Software Engineer,163600
Software Engineer,100000
Software Engineer,80000
Executive,320000
Executive,300000
Manager,180000
Manager,120000
Data Architect,200000
Data Architect,115000
Research Engineer,264200
Research Engineer,143100
Machine Learning Engineer,305600
Machine Learning Engineer,190300
Engineering Manager,285000
Engineering Manager,214400
Data Engineer,179875
Data Engineer,107925
Data Engineer,250000
Data Engineer,118657
Data Engineer,237500
Data Engineer,118657
Data Engineer,281000
Data Engineer,206000
Data Engineer,180000
Data Engineer,110000
Data Engineer,69620
Data Engineer,56962
Data Engineer,65936
Data Engineer,43957
Data Governance,150000
Data Governance,130000
Research Scientist,293000
Research Scientist,213000
Software Engineer,225000
Software Engineer,160000
Software Engineer,210000
Software Engineer,144840
Software Engineer,230000
Software Engineer,170400
Analyst,247000
Analyst,181000
Product Manager,165000
Product Manager,120000
Software Engineer,300000
Software Engineer,150000
Manager,166000
Manager,116000
Engineer,264200
Engineer,143100
Engineer,213100
Engineer,125300
Engineer,191800
Engineer,112800
Product Manager,314400
Product Manager,137600
Machine Learning Engineer,180000
Machine Learning Engineer,130000
Data Analyst,75805
Data Analyst,48906
Data Engineer,137629
Data Engineer,84370
Data Engineer,130000
Data Engineer,90000
Data Engineer,110160
Data Engineer,89600
Data Engineer,140000
Data Engineer,90732
Data Engineer,227000
Data Engineer,170000
Data Manager,99700
Data Manager,60560
Data Management Analyst,73000
Data Management Analyst,59000
Analyst,124600
Analyst,69000
Data Scientist,92583
Data Scientist,55549
Data Scientist,141721
Data Scientist,85032
Data Scientist,135000
Data Scientist,85000
Engineer,232396
Engineer,136203
Manager,210000
Manager,170000
Analyst,130000
Analyst,105000
Engineer,119600
Engineer,74800
Engineer,94000
Engineer,62222
Developer,112000
Developer,53285
Data Scientist,139406
Data Scientist,101386
Data Scientist,200000
Data Scientist,170000
Data Engineer,203000
Data Engineer,123000
AI Developer,211300
AI Developer,101500
Data Analyst,36865
Data Analyst,35317
Manager,134000
Manager,110000
Business Intelligence Engineer,196000
Business Intelligence Engineer,111000
Software Engineer,190000
Software Engineer,175000
Data Engineer,142620
Data Engineer,128360
Engineer,210000
Engineer,200000
Data Developer,138000
Data Developer,86000
Data Analyst,103500
Data Analyst,76500
Platform Engineer,112231
Platform Engineer,78555
Data Scientist,110400
Data Scientist,81600
Data Scientist,132250
Data Scientist,97750
Data Scientist,154000
Data Scientist,138000
Data Scientist,160000
Data Scientist,140000
Data Scientist,161700
Data Scientist,117600
Data Scientist,189175
Data Scientist,104650
Data Scientist,195700
Data Scientist,142300
Engineer,177657
Engineer,126898
Data Manager,203275
Data Manager,112450
Analyst,98000
Analyst,89000
Manager,212160
Manager,141440
Manager,219120
Manager,169320
Manager,189640
Manager,146540
Engineer,313000
Engineer,178000
Manager,126200
Manager,91900
Quantitative Analyst,142500
Quantitative Analyst,90000
Manager,386700
Manager,169300
Research Associate,155000
Research Associate,155000
Solutions Architect,323659
Solutions Architect,190387
Data Integrity Analyst,145537
Data Integrity Analyst,119076
Executive,359500
Executive,252500
Business Intelligence Developer,126797
Business Intelligence Developer,73506
Data Analyst,97983
Data Analyst,76208
Data Analyst,172400
Data Analyst,82100
Data Analyst,113100
Data Analyst,99100
Data Analyst,132200
Data Analyst,115900
Data Engineer,161881
Data Engineer,92144
Data Engineer,181000
Data Engineer,144200
Data Engineer,82278
Data Engineer,63291
Data Engineer,280600
Data Engineer,204900
Data Engineer,220700
Data Engineer,175800
Data Engineer,190570
Data Engineer,117400
Analyst,142800
Analyst,95200
Developer,165000
Developer,125000
Product Owner,115000
Product Owner,85000
Product Analyst,122726
Product Analyst,90710
Consultant,141960
Consultant,60840
Quantitative Analyst,181000
Quantitative Analyst,144200
Full Stack Engineer,129800
Full Stack Engineer,86600
Developer,150400
Developer,86600
Software Developer,165300
Software Developer,78700
Associate,181896
Associate,110240
Software Engineer,229200
Software Engineer,104200
Associate,295000
Associate,147000
Data Engineer,158100
Data Engineer,85300
Data Engineer,137000
Data Engineer,60300
Data Engineer,180000
Data Engineer,90000
Data Engineer,180000
Data Engineer,90000
Data Engineer,234000
Data Engineer,90000
Associate,90000
Associate,61046
Engineer,193000
Engineer,84600
Data Analyst,60000
Data Analyst,40000
Data Analyst,123700
Data Analyst,68700
Data Analyst,155000
Data Analyst,80000
Data Analyst,220000
Data Analyst,96600
Data Scientist,154700
Data Scientist,86000
Data Scientist,172000
Data Scientist,75600
Data Scientist,137000
Data Scientist,60400
Data Scientist,218030
Data Scientist,114080
Data Scientist,250000
Data Scientist,110100
Data Scientist,241500
Data Scientist,144900
Data Scientist,220000
Data Scientist,110000
Data Integrator,172000
Data Integrator,75600
Business Intelligence Analyst,127650
Business Intelligence Analyst,94350
Executive,200000
Executive,140000
Manager,195400
Manager,105600
Analyst,179240
Analyst,93770
Manager,203000
Manager,101000
Engineer,204290
Engineer,144700
Engineer,173830
Engineer,123130
Engineer,123000
Engineer,54000
Software Engineer,125350
Software Engineer,92650
Engineer,216000
Engineer,90000
Software Engineer,234000
Software Engineer,117000
Data Analyst,370000
Data Analyst,70000
Data Scientist,346200
Data Scientist,197800
Data Scientist,303000
Data Scientist,173100
Data Scientist,132500
Data Scientist,110000
Data Scientist,99759
Data Scientist,86331
Data Scientist,219900
Data Scientist,70907
Data Scientist,134683
Data Scientist,110081
Analyst,66000
Analyst,52000
Machine Learning Engineer,253200
Machine Learning Engineer,174500
Software Developer,180840
Software Developer,131500
Business Intelligence Engineer,185000
Business Intelligence Engineer,89600
Applied Scientist,260000
Applied Scientist,150400
Data Engineer,253200
Data Engineer,174500
Data Engineer,146000
Data Engineer,97400
Data Engineer,187000
Data Engineer,105747
Data Engineer,150700
Data Engineer,75300
Data Architect,170000
Data Architect,130000
AI Engineer,334600
AI Engineer,230800
Manager,180000
Manager,95000
Data Governance Manager,205500
Data Governance Manager,96500
Software Engineer,170000
Software Engineer,130000
Software Engineer,208759
Software Engineer,114481
Data Scientist,254000
Data Scientist,132000
Software Development Engineer,200000
Software Development Engineer,99500
Analyst,126300
Analyst,108618
Quantitative Researcher,200000
Quantitative Researcher,120000
Manager,223000
Manager,128000
Manager,223000
Manager,128000
Manager,223000
Manager,128000
AI Developer,105000
AI Developer,88000
Business Intelligence Developer,114000
Business Intelligence Developer,91200
Engineer,480328
Engineer,274473
Analytics Engineer,205000
Analytics Engineer,155000
Data Scientist,100000
Data Scientist,85000
Software Engineer,294000
Software Engineer,196000
Software Engineer,294000
Software Engineer,196000
Engineer,230000
Engineer,165000
Machine Learning Engineer,230000
Machine Learning Engineer,165000
Machine Learning Engineer,266000
Machine Learning Engineer,180000
Software Development Engineer,150000
Software Development Engineer,105000
Machine Learning Engineer,257000
Machine Learning Engineer,136000
Machine Learning Researcher,375000
Machine Learning Researcher,225000
Machine Learning Engineer,150000
Machine Learning Engineer,135000
Machine Learning Scientist,200000
Machine Learning Scientist,150000
Machine Learning Engineer,229772
Machine Learning Engineer,176748
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Research Engineer,84210
Analytics Lead,200000
Analytics Lead,140000
Data Scientist,319000
Data Scientist,185000
Data Scientist,156000
Data Scientist,102400
Data Scientist,161000
Data Scientist,145000
Data Scientist,174000
Data Scientist,110000
Data Engineer,160000
Data Engineer,145000
Data Engineer,280000
Data Engineer,248000
Data Engineer,89473
Data Engineer,78947
Data Analyst,155000
Data Analyst,135000
Data Analyst,135000
Data Analyst,122000
Data Analyst,187680
Data Analyst,138000
Data Architect,149000
Data Architect,76000
Data Architect,149000
Data Architect,76000
Data Architect,149000
Data Architect,76000
Data Architect,149000
Data Architect,76000
Data Architect,149000
Data Architect,76000
Data Architect,149000
Data Architect,76000
Architect,203400
Architect,108400
Analyst,65000
Analyst,60000
Manager,130000
Manager,104792
Research Scientist,200000
